unitid,"instnm","addr","city","stabbr","zip",fips,obereg,"chfnm","chftitle","gentele","fintele","admtele","ein","duns","opeid",opeflag,"webaddr",sector,iclevel,control,affil,hloffer,ugoffer,groffer,fpoffer,hdegoffr,deggrant,pctmin1,pctmin2,pctmin3,pctmin4,hbcu,hospital,medical,tribal,carnegie,locale,openpubl,"act",newid,"deathyr","closedat",cyactive,stat_fa,pseflag,pset4flg,lock_fa,"date_fa",stat_ic,stat_c,prch_c,idx_c,imp_c,lock_sp,stat_sp,stat_ef,prch_ef,idx_ef,imp_ef,pta99_ef,ptacipef,ptb_ef,ptc_ef,ptd_ef,form_f,stat_f,prch_f,idx_f,imp_f,"fybeg","fyend",gpfs,f1gasbcr,f1gasbal,stat_sfa,prch_sfa,idx_sfa,stat_gr,prch_gr,idx_gr,cohrtstu,cohrtyr1,pyaid,cohrtaid,sport1,sport2,sport3,sport4,sport5,transver,longpgm,cohrtmt,cindon,cinson,cotson,cindoff,cinsoff,cotsoff,cindfam,cinsfam,cotsfam,fte,ocrhsi,ocrmsi
119508,"SKADRON COLLEGE","295 E CAROLINE ST, STE. D","SAN BERNARDINO","CA","92408",6,8,"AL NEDERHOOD","PRESIDENT","9097838810","9097773546","9097838810","954520525","096103841","00449400",1,"www.cci.edu",9,3,3,2,2,1,2,2,0,2,13,0,2,31,2,2,2,2,-3,2,1,"A",-2,"-2","-2",1,1,1,1,81,"111700",1,1,-2,-2,-2,81,1,1,-2,-2,-2,1,-2,1,1,1,3,1,-2,-2,-2,"071999","062000",1,-2,-2,1,-2,-2,1,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,3,-2,2,,,,,,,,,,850,-2,-2
119544,"THE NATIONAL HISPANIC UNIVERSITY","14271 STORY RD","SAN JOSE","CA","951273823",6,8,"B ROBERTO CRUZ","PRESIDENT","4082546900","4082546900","4082546929","-1","037326568","02518400",1,"-1",2,1,2,3,6,1,1,2,30,1,-1,-1,-1,-1,2,2,2,2,31,1,1,"A",-2,"-2","-2",1,1,1,1,81,"112100",1,1,-2,-2,-2,11,2,2,-2,-2,1,4,5,5,1,5,2,1,-2,-2,-2,"-1","-1",-1,-2,-2,5,-2,-2,1,-2,-2,2,1996,2,2,-2,-2,-2,-2,-2,,,1,,,,15050,15050,15050,6450,6450,6450,284,-1,-1
119553,"NATIONAL HOLISTIC INSTITUTE","5900 HOLLIS ST STE J","EMERYVILLE","CA","946082008",6,8,"CAROL CARPENTER","PRESIDENT","5105476442134","5105476442145","5105476442116","943013724","197726375","02542300",1,"www.nhimassage.com",9,3,3,2,1,1,2,2,0,2,16,0,7,7,2,2,2,2,-3,3,1,"A",-2,"-2","-2",1,1,1,1,81,"111700",1,1,-2,-2,-2,81,1,1,-2,-2,-2,1,-2,5,1,1,3,1,-2,-2,-2,"021999","012000",1,-2,-2,1,-2,-2,1,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,3,-2,2,,,,,,,,,,402,-2,-2
119605,"NATIONAL UNIVERSITY","11255 N TORREY PINES RD","LA JOLLA","CA","92037",6,8,"JERRY C LEE","PRESIDENT","8586428000","8586428512","6195637100","237172306","105568877","01146000",1,"www.nu.edu",2,1,2,3,8,1,1,2,20,1,10,1,7,16,2,2,2,2,21,1,1,"A",-2,"-2","-2",1,1,1,1,81,"111400",1,1,-2,-2,-2,81,2,1,-2,-2,-2,1,1,5,1,1,2,1,-2,-2,-2,"071999","062000",1,-2,-2,5,-2,-2,1,-2,-2,1,-2,2,2,-2,-2,-2,-2,-2,3,1,1,,,,16953,16953,16953,8769,8769,8769,12880,0,0
119678,"NAVAL POSTGRADUATE SCHOOL","CODE 011","MONTEREY","CA","93943",6,0,"M J EVANS","SUPERINTENDENT","4086562371","-1","4086563093","-1","-1","00131000",5,"-1",1,1,1,1,9,2,1,2,10,1,-1,-1,-1,-1,2,2,-1,2,59,2,2,"A",-2,"-2","-2",1,5,2,6,0,"12152000",5,5,-2,-2,-2,141,5,5,-2,-2,-2,5,-2,5,5,5,1,5,-2,-2,-2,"-1","-1",-1,-1,-1,5,-2,-2,,,,,,,,,,,,,,,,,,,,,,,,,,-2,-2
119711,"NEW COLLEGE OF CALIFORNIA","50 FELL ST","SAN FRANCISCO","CA","94102",6,8,"PETER GABEL","PRESIDENT","4154373400","4152411342","4154373460","-1","077376838","01083100",1,"newcollege.edu",2,1,2,3,7,1,1,1,21,1,14,0,4,12,2,2,2,2,22,1,1,"A",-2,"-2","-2",1,1,1,1,81,"112200",1,1,-2,-2,-2,81,2,2,-2,-2,-2,1,5,5,1,1,2,1,-2,-2,-2,"071999","062000",1,-2,-2,1,-2,-2,1,-2,-2,2,1996,2,2,-2,-2,-2,-2,-2,,,1,,,,,,,,,,492,0,0
119775,"NEWSCHOOL OF ARCHITECTURE","1249 F ST","SAN DIEGO","CA","92101",6,8,"William A. Klettke","PRESIDENT","6192354100100","6192354109103","6192354100104","364388706","058227703","03043900",1,"www.newschoolarch.edu",3,1,3,2,7,1,1,2,20,1,3,0,12,15,2,2,2,2,56,1,1,"A",-2,"-2","-2",1,1,1,1,81,"111300",1,1,-2,-2,-2,81,1,1,-2,-2,-2,1,-2,1,-2,1,3,1,-2,-2,-2,"012000","122000",1,-2,-2,-2,-2,-2,1,-2,-2,2,1996,2,2,-2,-2,-2,-2,-2,,,1,,,,27138,27138,27138,19680,19680,19680,115,1,0
119827,"MARINELLO SCHOOL OF BEAUTY","6111 Wilshire Boulevard","LOS ANGELES","CA","90048",6,8,"F DUANE TURNEY","PRESIDENT","3239382005","5629452211","3239382005","952464816","119850386","00714800",1,"www.marinello.com",9,3,3,2,2,1,2,2,0,2,4,0,41,17,2,2,2,2,-3,1,1,"A",-2,"-2","-2",1,1,1,1,81,"112900",1,1,-2,-2,-2,81,1,1,-2,-2,-2,1,-2,5,1,1,3,1,-2,-2,-2,"071999","062000",1,-2,-2,1,-2,-2,1,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,3,-2,2,,,,,,,,,,46,-2,-2
119836,"NEWBERRY SCHOOL OF BEAUTY","6633 FALLBROOK AVE STE 702","WEST HILLS","CA","91307",6,8,"DEANNA JACOBSON","PRESIDENT","8188849660","8188849660","8188849660","954261663","796038891","01243600",1,"-1",9,3,3,2,2,1,2,2,0,2,5,2,6,21,2,2,2,2,-3,7,1,"A",-2,"-2","-2",1,1,1,1,81,"111700",1,1,1,119836,-2,81,1,1,1,119836,-2,1,-2,1,1,1,3,1,1,119836,-2,"011999","121999",1,-2,-2,1,-2,-2,1,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,3,-2,2,,,,,,,,,,107,-2,-2
119845,"NEWBERRY SCHOOL OF BEAUTY","16860 DEVONSHIRE BLVD","GRANADA HILLS","CA","913447401",6,8,"DEANNE JACOBSON","PRESIDENT","8183663211","8183663211","8183663211","954261663","795151687","00713000",1,"-1",9,3,3,2,2,1,2,2,0,2,-2,-2,-2,-2,2,2,-2,2,-3,1,1,"A",-2,"-2","-2",1,2,1,1,0,"12152000",5,1,2,119836,-2,81,1,1,2,119836,-2,1,-2,1,1,1,-2,1,2,119836,-2,"-2","-2",-2,-2,-2,1,-2,-2,1,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,3,-2,2,,,,,,,,,,,-2,-2
119881,"NEWPORT UNIVERSITY","20101 SW BIRCH","NEWPORT BEACH","CA","92660",6,8,"TED DALTON","PRESIDENT","7146311155","7146311155","7146311155","-1","-1","-2",6,"-1",3,1,3,2,9,1,1,1,11,1,-1,-1,-1,-1,2,2,-1,2,-3,3,1,"A",-2,"-2","-2",1,5,1,2,0,"12152000",5,5,-2,-2,-2,170,5,5,-2,-2,-2,5,-2,5,5,5,3,5,-2,-2,-2,"-1","-1",-1,-2,-2,5,-2,-2,,,,,,,,,,,,,,,,,,,,,,,,,,-2,-2
119906,"NICK HARRIS DETECTIVE ACADEMY","16917 ENADIA WAY","VAN NUYS","CA","91406",6,8,"MILO SPERIGLIO","ADMINISTRATOR","8183436611","8183436611","8183436611","952651369","-1","-2",6,"-1",9,3,3,2,1,1,2,2,0,2,-1,-1,-1,-1,2,2,-1,2,-3,1,1,"A",-2,"-2","-2",1,2,1,2,11,"12152000",1,5,-2,-2,-2,0,5,5,-2,-2,-2,5,-2,5,5,5,3,5,-2,-2,-2,"-1","-1",-1,-2,-2,5,-2,-2,,,,,,,,,,,,,,,,,,,,,,,,,,-2,-2
119924,"NOR-TECH TRAINING CENTER","11550 E FIRESTONE BLVD","NORWALK","CA","90650",6,8,"ROY PALUMBO","PRES","3109290401","3109290401","3109290401","-1","-1","-2",6,"-1",9,3,3,2,1,1,2,2,0,2,-1,-1,-1,-1,2,2,-1,2,-3,3,1,"A",-2,"-2","-2",1,5,1,2,0,"12152000",5,5,-2,-2,-2,170,5,5,-2,-2,-2,5,-2,5,5,5,3,5,-2,-2,-2,"-1","-1",-1,-2,-2,5,-2,-2,,,,,,,,,,,,,,,,,,,,,,,,,,-2,-2
119942,"NORMA PAYTON HENNING SCHOOL OF MODELING","1361 PARK ST","ALAMEDA","CA","94501",6,8,"-1","-1","4155237000","-1","-1","-1","-1","-2",6,"-1",9,3,3,2,1,1,2,2,0,2,-1,-1,-1,-1,2,2,-1,2,-3,2,1,"A",-2,"-2","-2",1,5,1,2,0,"12152000",5,5,-2,-2,-2,170,5,5,-2,-2,-2,5,-2,5,5,5,3,5,-2,-2,-2,"-1","-1",-1,-2,-2,5,-2,-2,,,,,,,,,,,,,,,,,,,,,,,,,,-2,-2
119951,"NORTH ADRIANS BEAUTY COLLEGE","124 FLOYD AVE","MODESTO","CA","953502381",6,8,"PATRICIA COCHRAN","PRESIDENT","2095262040","2095262040","2095262040","941669581","094862620","00718700",1,"-1",9,3,3,2,2,1,2,2,0,2,7,0,5,47,2,2,2,2,-3,2,1,"A",-2,"-2","-2",1,1,1,1,81,"112900",1,1,-2,-2,-2,81,1,1,-2,-2,-2,1,-2,5,1,1,3,1,-2,-2,-2,"031999","022000",1,-2,-2,1,-2,-2,1,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,3,-2,2,,,,,,,,,,59,-2,-2
120023,"NORTH ORANGE COUNTY COMMUNITY COLLEGE DISTRICT","1000 N LEMON ST","FULLERTON","CA","928321351",6,8,"JEROME HUNTER","CHANCELLOR","7145788400","-1","-1","952394131","028217743","001193A1",2,"www.nocccd.cc.ca.us",0,2,1,1,3,1,2,2,40,1,-2,-2,-2,-2,2,2,-2,2,-3,3,1,"A",-2,"-2","-2",1,1,1,1,81,"112000",1,-2,-2,-2,-2,81,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1,1,120023,-2,"071999","062000",1,2,2,-2,-2,-2,-2,-2,-2,,,,,,,,,,,,,,,,,,,,,,,-2,-2
120041,"NORTH VALLEY OCCUPATIONAL CENTER","11450 SHARP AVE","MISSION HILLS","CA","91345",6,8,"DONALD R EASKIN","PRINCIPAL","8183659645","-1","8183659645","-1","-1","-2",6,"-1",7,3,1,1,2,1,2,2,0,2,-1,-1,-1,-1,2,2,-1,2,-3,1,1,"A",-2,"-2","-2",1,5,1,2,0,"12152000",5,5,-2,-2,-2,170,5,5,-2,-2,-2,5,-2,5,5,5,1,5,-2,-2,-2,"-1","-1",-1,-1,-1,5,-2,-2,,,,,,,,,,,,,,,,,,,,,,,,,,-2,-2
120069,"NORTH-WEST COLLEGE OF MEDICAL AND DENTAL ASSISTANT","134 W HOLT AVE","POMONA","CA","91768",6,8,"MARSHA FUERST","EXECUTIVE DIRECTOR","9096231552","9096231552","9096231552","951729727","079599320","01287200",1,"www.north-westcollege.com",9,3,3,2,1,1,2,2,0,2,17,0,3,66,2,2,2,2,-3,3,1,"A",-2,"-2","-2",1,1,1,1,81,"111700",1,1,-2,-2,-2,81,1,1,-2,-2,-2,1,-2,5,1,1,3,1,-2,-2,-2,"011998","011999",3,-2,-2,1,-2,-2,1,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,2,,,,,,,,,,149,-2,-2
120078,"NORTH-WEST COLLEGE OF MEDICAL AND DENTAL ASSISTANT","2121 W GARVEY AVE","WEST COVINA","CA","91790",6,8,"MARSHA FUERST","EXECUTIVE DIRECTOR","6269605046","6269605046","6269605046","951729727","071914345","01170700",1,"www.north-westcollege.com",9,3,3,2,1,1,2,2,0,2,6,0,2,77,2,2,2,2,-3,3,1,"A",-2,"-2","-2",1,1,1,1,81,"111700",1,1,-2,-2,-2,81,2,2,-2,-2,-2,1,-2,5,5,1,3,1,-2,-2,-2,"021999","012000",3,-2,-2,1,-2,-2,1,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,2,,,,,,,,,,187,-2,-2
120087,"NORTH-WEST COLLEGE OF MEDICAL AND DENTAL ASSISTANT","530 E UNION","PASADENA","CA","91101",6,8,"MARSHA FUERST","EXECUTIVE DIRECTOR","6267965815","6267965815","6267965815","951729727","171655400","02591600",1,"www.north-westcollege.com",9,3,3,2,1,1,2,2,0,2,29,0,7,49,2,2,2,2,-3,2,1,"A",-2,"-2","-2",1,1,1,1,81,"111700",1,1,-2,-2,-2,81,1,1,-2,-2,-2,1,-2,5,1,1,3,1,-2,-2,-2,"011999","122000",3,-2,-2,1,-2,-2,1,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,2,-2,2,,,,,,,,,,73,-2,-2
120157,"NORTHWESTERN CALIFORNIA UNIVERSITY SCHOOL OF LAW","3620 AMERICAN RIVER DRIVE  #115","SACRAMENTO","CA","958645923",6,8,"MICHAEL P CLANCEY","PRESIDENT/DEAN","9169229303","-1","9165675921","942879993","-1","-2",6,"-1",3,1,3,2,1,1,2,1,1,1,-1,-1,-1,-1,2,2,-1,2,-3,1,1,"A",-2,"-2","-2",1,5,1,2,0,"12152000",5,5,-2,-2,-2,170,5,5,-2,-2,-2,5,-2,5,5,5,3,5,-2,-2,-2,"-1","-1",-1,-2,-2,5,-2,-2,,,,,,,,,,,,,,,,,,,,,,,,,,-2,-2
120166,"NORTHWESTERN POLYTECHNIC UNIVERSITY","117 FOURIER AVE","FREMONT","CA","94539",6,8,"GEORGE T C HSIEH","PRESIDENT","5106575911","5106575913","5106575911","942933165","-1","-2",6,"www.npu.edu",2,1,2,3,7,1,1,2,20,1,-1,-1,-1,-1,2,2,2,2,54,3,1,"A",-2,"-2","-2",1,1,1,2,81,"112900",1,1,-2,-2,-2,0,5,5,-2,-2,-2,5,-2,5,5,5,2,5,-2,-2,-2,"-1","-1",-1,-2,-2,5,-2,-2,,,,,,,,,,,,,,,,,,,,,,,,,,-2,-2
120184,"COLLEGE OF NOTRE DAME","1500 RALSTON AVE","BELMONT","CA","940021997",6,8,"JOHN B. OBLAK, PH.D.","PRESIDENT","6505931601","6505083509","6505083607","941156646","020013207","00117900",1,"WWW.CND.EDU",2,1,2,4,7,1,1,2,20,1,5,1,9,13,2,2,2,2,21,3,1,"A",-2,"-2","-2",1,1,1,1,81,"111300",1,1,-2,-2,-2,81,1,1,-2,-2,-2,1,1,1,1,1,2,1,-2,-2,-2,"071999","062000",1,-2,-2,1,-2,-2,1,-2,-2,1,-2,1,2,-2,-2,-2,-2,-2,3,2,1,26965,26965,26965,28465,28465,28465,19867,19867,19867,1145,0,0
120254,"OCCIDENTAL COLLEGE","1600 CAMPUS RD","LOS ANGELES","CA","900413392",6,8,"THEODORE MITCHELL","PRESIDENT","3232592500","3232592548","3232592700","951667177","046436051","00124900",1,"www.oxy.edu",2,1,2,3,7,1,1,2,20,1,6,1,18,14,2,2,2,2,31,1,1,"A",-2,"-2","-2",1,1,1,1,81,"111400",1,1,-2,-2,-2,81,1,1,-2,-2,-2,1,1,1,1,1,2,1,-2,-2,-2,"071999","062000",1,-2,-2,1,-2,-2,1,-2,-2,1,-2,2,2,-2,-2,-2,-2,-2,3,1,1,32826,32826,32826,24620,24620,24620,24620,24620,24620,1711,0,0
120272,"OCEANSIDE COLLEGE OF BEAUTY","1575 S COAST HWY","OCEANSIDE","CA","920545356",6,8,"Raymond R. Stainback","DIRECTOR","760757616113","760757616114","760757616113","953286308","092603422","01298900",1,"-1",9,3,3,2,2,1,2,2,0,2,18,0,4,34,2,2,2,2,-3,3,1,"A",-2,"-2","-2",1,1,1,1,81,"111700",1,1,-2,-2,-2,81,1,1,-2,-2,-2,1,-2,1,1,1,3,1,-2,-2,-2,"011999","121999",1,-2,-2,1,-2,-2,1,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,3,-2,2,,,,,,,,,,71,-2,-2
120290,"OHLONE COLLEGE","43600 MISSION BLVD","FREMONT","CA","945390390",6,8,"FLOYD HOGUE","PRES/SPRNTNDNT","5106596000","5106596150","5106596100","-1","074643941","00448100",1,"www.ohlone.cc.ca.us",4,2,1,1,3,1,2,2,40,1,3,1,41,12,2,2,2,2,40,3,1,"A",-2,"-2","-2",1,1,1,1,81,"110600",1,1,-2,-2,-2,81,1,1,-2,-2,-2,1,-2,1,1,1,1,1,-2,-2,-2,"071999","062000",2,1,2,1,-2,-2,1,-2,-2,1,-2,2,2,-2,-2,-2,-2,-2,1,2,1,,,,10892,10892,14336,3404,3404,6848,4870,0,1
120333,"OPPORTUNITIES INDUSTRIALIZATION CENTER-WEST","1200 OBRIEN DR","MENLO PARK","CA","94025",6,8,"SHARON WILLIAMS","EXEC DIR","6503228431","6504626305","-1","941712371","-1","-2",6,"www.oicw.org",8,3,2,3,1,1,2,2,0,2,-1,-1,-1,-1,2,2,-1,2,-3,3,1,"A",-2,"-2","-2",1,5,1,2,0,"12152000",5,5,-2,-2,-2,170,5,5,-2,-2,-2,5,-2,5,5,5,2,5,-2,-2,-2,"-1","-1",-1,-2,-2,5,-2,-2,,,,,,,,,,,,,,,,,,,,,,,,,,-2,-2
120342,"ORANGE COAST COLLEGE","2701 FAIRVIEW ROAD","COSTA MESA","CA","926285005",6,8,"MARGARET A. GRATTON","PRESIDENT","7144325072","7144325508","7144325072","-1","128663424","00125000",1,"www.occ.cccd.edu",4,2,1,1,4,1,2,2,40,1,2,1,22,15,2,2,2,2,40,3,1,"A",-2,"-2","-2",1,1,1,1,81,"111500",1,1,-2,-2,-2,81,1,1,-2,-2,-2,1,-2,1,1,1,-2,1,2,112376,-2,"-2","-2",-2,-2,-2,1,-2,-2,1,-2,-2,1,-2,2,2,-2,-2,-2,-2,-2,1,2,1,,,,11448,11448,14814,4392,4392,7758,13224,0,0
120403,"OTIS COLLEGE OF ART AND DESIGN","9045 LINCOLN BLVD","LOS ANGELES","CA","90045",6,8,"Samuel Hoi","PRESIDENT","3106656800","3106656882","3106656820","132981115","556257335","00125100",1,"www.otisart@otisart.edu",2,1,2,3,7,1,1,2,20,1,4,0,28,12,2,2,2,2,56,1,1,"A",-2,"-2","-2",1,1,1,1,81,"111400",1,1,-2,-2,-2,81,1,1,-2,-2,-2,1,-2,5,1,1,2,1,-2,-2,-2,"071999","062000",1,-2,-2,1,-2,-2,1,-2,-2,1,-2,2,2,-2,-2,-2,-2,-2,3,2,1,,,,33944,33944,33944,26744,26744,26744,911,0,0
120421,"OXNARD COLLEGE","4000 S ROSE AVE","OXNARD","CA","930336699",6,8,"MICHAEL GREGORYK","INTERIM PRESIDENT","8059865800","8059865828","8059865810","952224338","030852388","01284200",1,"www.vcccd.net",4,2,1,1,3,1,2,2,40,1,5,1,10,52,2,2,2,2,40,3,1,"A",-2,"-2","-2",1,1,1,1,81,"111500",1,1,-2,-2,-2,81,1,1,-2,-2,-2,1,-2,1,1,1,1,1,3,125019,-2,"071999","062000",2,2,3,1,-2,-2,1,-2,-2,1,-2,2,2,-2,-2,-2,-2,-2,1,2,1,,,,10946,10946,14846,3458,3458,7358,3760,1,1
120430,"PACIFIC COAST BAPTIST BIBLE COLLEGE","1100 S VALLEY CTR","SAN DIMAS","CA","91773",6,8,"ROGER E HOWSE","ACADEMIC DEAN/REGISTRAR","9095996843","9095996843","9095996843","952635471","-1","02258800",5,"-1",2,1,2,4,5,1,2,2,30,1,-1,-1,-1,-1,2,2,-1,2,-3,3,1,"A",-2,"-2","-2",1,5,1,2,0,"12152000",5,5,-2,-2,-2,170,5,5,-2,-2,-2,5,-2,5,5,5,2,5,-2,-2,-2,"-1","-1",-1,-2,-2,5,-2,-2,,,,,,,,,,,,,,,,,,,,,,,,,,-2,-2
120449,"ADDISON CAREER INC","320 S MILLIKEN ST","ONTARIO","CA","91761",6,8,"ADD W SMITH","PRESIDENT","9096057777","-1","6199482016","-1","-1","-2",6,"-1",9,3,3,2,1,1,2,2,0,2,-1,-1,-1,-1,2,2,-1,2,-3,3,1,"A",-2,"-2","-2",1,5,1,2,0,"12152000",5,5,-2,-2,-2,170,5,5,-2,-2,-2,5,-2,5,5,5,3,5,-2,-2,-2,"-1","-1",-1,-2,-2,5,-2,-2,,,,,,,,,,,,,,,,,,,,,,,,,,-2,-2
120467,"PACIFIC ASIAN CONSORTIUM IN EMPLOYMENT","1541 WILSHIRE BLVD STE 407","LOS ANGELES","CA","90017",6,8,"YUSA CHANGI","DEPUTY DIRECTOR","2133539400","-1","2133539400","510192025","-1","-2",6,"-1",8,3,2,3,1,1,2,2,0,2,-1,-1,-1,-1,2,2,-1,2,-3,1,1,"A",-2,"-2","-2",1,5,1,2,0,"12152000",5,5,-2,-2,-2,170,5,5,-2,-2,-2,5,-2,5,5,5,2,5,-2,-2,-2,"-1","-1",-1,-2,-2,5,-2,-2,,,,,,,,,,,,,,,,,,,,,,,,,,-2,-2
116174,"INSURANCE EDUCATION ASSOCIATION","1201 DOVE ST","NEWPORT BEACH","CA","92660",6,8,"ROGER L SMITH","PRESIDENT","7148338784","-1","-1","-1","-1","-2",6,"-1",8,3,2,3,2,1,2,2,0,2,-1,-1,-1,-1,2,2,-1,2,-3,3,1,"A",-2,"-2","-2",1,5,1,2,0,"12152000",5,5,-2,-2,-2,170,5,5,-2,-2,-2,5,-2,5,5,5,2,5,-2,-2,-2,"-1","-1",-1,-2,-2,5,-2,-2,,,,,,,,,,,,,,,,,,,,,,,,,,-2,-2
116183,"INSURANCE EDUCATIONAL ASSOCIATION","100 CALIFORNIA ST","SAN FRANCISCO","CA","94111",6,8,"ROGER L SMITH","PRESIDENT","4159866356","-1","-1","-1","-1","-2",6,"-1",8,3,2,3,1,1,2,2,0,2,-1,-1,-1,-1,2,2,-1,2,-3,1,1,"A",-2,"-2","-2",1,5,1,2,0,"12152000",5,5,-2,-2,-2,170,5,5,-2,-2,-2,5,-2,5,5,5,2,5,-2,-2,-2,"-1","-1",-1,-2,-2,5,-2,-2,,,,,,,,,,,,,,,,,,,,,,,,,,-2,-2
116217,"INTEGRATIVE THERAPY SCHOOL","3000 T ST STE 104","SACRAMENTO","CA","95816",6,8,"PATRICIA LAHEY","SCHOOL ADMNST","9167398848","9167398848","9167398848","-1","-1","-2",6,"-1",9,3,3,2,1,1,2,2,0,2,-1,-1,-1,-1,2,2,-1,2,-3,1,1,"A",-2,"-2","-2",1,5,1,2,0,"12152000",5,5,-2,-2,-2,170,5,5,-2,-2,-2,5,-2,5,5,5,3,5,-2,-2,-2,"-1","-1",-1,-2,-2,5,-2,-2,,,,,,,,,,,,,,,,,,,,,,,,,,-2,-2
116226,"INTERIOR DESIGNERS INSTITUTE","1061 CAMELBACK RD","NEWPORT BEACH","CA","92660",6,8,"JUDY DEATON","EXECUTIVE DIRECTOR","9496754451","9496754451","9496754451","330105252","139598080","02520300",1,"contact@idi.edu",3,1,3,2,5,1,2,2,30,1,0,0,7,13,2,2,2,2,56,3,1,"A",-2,"-2","-2",1,1,1,1,81,"112800",1,1,-2,-2,-2,81,1,1,-2,-2,-2,1,-2,5,1,1,3,1,-2,-2,-2,"021999","012000",1,-2,-2,-2,-2,-2,1,-2,-2,3,-2,2,2,-2,-2,-2,-2,-2,-2,-2,-2,,,,,,,,,,53,0,0
116235,"INTERNATIONAL AIR ACADEMY","2980 INLAND EMPIRE BLVD","ONTARIO","CA","917644804",6,8,"ALEX BRANDON","SCHOOL DIRECTOR","9099895222224","9099895222","9099895222","911079919","139278444","02222903",1,"www.airacademy.com",9,3,3,2,1,1,2,2,0,2,12,0,8,36,2,2,2,2,-3,3,1,"A",-2,"-2","-2",1,1,1,1,81,"111700",1,1,-2,-2,-2,81,1,1,-2,-2,-2,1,-2,5,1,1,3,1,-2,-2,-2,"011999","121999",1,-2,-2,1,-2,-2,1,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,3,-2,2,,,,,,,,,,344,-2,-2
116262,"INTERNATIONAL CHRISTIAN UNIVERSITY AND SEMINARY","Y218 S FAIRFAX AVE","LOS ANGELES","CA","90019",6,8,"SAMUEL KIM","PRESIDENT","2139397179","2139397179","2139397179","953213370","-1","-2",6,"-1",2,1,2,4,9,1,1,1,11,1,-1,-1,-1,-1,2,2,-1,2,-3,1,1,"A",-2,"-2","-2",1,5,1,2,0,"12152000",5,5,-2,-2,-2,170,5,5,-2,-2,-2,5,-2,5,5,5,2,5,-2,-2,-2,"-1","-1",-1,-2,-2,5,-2,-2,,,,,,,,,,,,,,,,,,,,,,,,,,-2,-2
116299,"INTERNATIONAL GROOMING SCHOOL","3211 W LINCOLN AVE","ANAHEIM","CA","92801",6,8,"DOLORES BRIANZA","OWNER PARTNER","7148261640","-1","7148261640","330234055","-1","-2",6,"-1",9,3,3,2,1,1,2,2,0,2,-1,-1,-1,-1,2,2,-1,2,-3,1,1,"A",-2,"-2","-2",1,5,1,2,0,"12152000",5,5,-2,-2,-2,170,5,5,-2,-2,-2,5,-2,5,5,5,3,5,-2,-2,-2,"-1","-1",-1,-2,-2,5,-2,-2,,,,,,,,,,,,,,,,,,,,,,,,,,-2,-2
116350,"INTERNATIONAL SCHOOL OF COSMETOLOGY","13613 HAWTHORNE BLVD","HAWTHORNE","CA","90250",6,8,"MARY COSTELLO","FINANCIAL AID OFFICER","3109737774","3109737774","3109737774","953087274","151030988","02255400",1,"-1",9,3,3,2,2,1,2,2,0,2,59,0,0,24,2,2,2,2,-3,3,1,"A",-2,"-2","-2",1,1,1,1,81,"112900",1,1,-2,-2,-2,81,1,1,-2,-2,-2,1,-2,1,1,1,3,1,-2,-2,-2,"012000","122000",1,-2,-2,1,-2,-2,1,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,3,-2,2,,,,,,,,,,24,-2,-2
116378,"INTERNATIONAL TECHNICAL SCHOOLS INC","2714 DURFEE AVE","EL MONTE","CA","91732",6,8,"-1","-1","8185754826","-1","-1","-1","-1","-2",6,"-1",9,3,3,2,1,1,2,2,0,2,-1,-1,-1,-1,2,2,-1,2,-3,3,1,"A",-2,"-2","-2",1,5,1,2,0,"12152000",5,5,-2,-2,-2,170,5,5,-2,-2,-2,5,-2,5,5,5,3,5,-2,-2,-2,"-1","-1",-1,-2,-2,5,-2,-2,,,,,,,,,,,,,,,,,,,,,,,,,,-2,-2
116387,"INTERNATIONAL TOUR MANAGEMENT INSTITUTE","625 MARKET ST STE 610","SAN FRANCISCO","CA","94105",6,8,"WILLIAM W NEWTON","OPERATIONS DIRECTOR","4159579489","4159579489","4159579489","942610537","-1","-2",6,"-1",9,3,3,2,1,1,2,2,0,2,-1,-1,-1,-1,2,2,-1,2,-3,1,1,"A",-2,"-2","-2",1,5,1,2,0,"12152000",5,5,-2,-2,-2,170,5,5,-2,-2,-2,5,-2,5,5,5,3,5,-2,-2,-2,"-1","-1",-1,-2,-2,5,-2,-2,,,,,,,,,,,,,,,,,,,,,,,,,,-2,-2
